target,反应类型,条件,truetarget,CorAns,Position,congruency,AffValue,flankerPic,targetPic,corAnsF,corAnsA,RestPic,returnPractice.thisRepN,returnPractice.thisTrialN,returnPractice.thisN,returnPractice.thisIndex,pracNum.thisRepN,pracNum.thisTrialN,pracNum.thisN,pracNum.thisIndex,NumBlock1.thisRepN,NumBlock1.thisTrialN,NumBlock1.thisN,NumBlock1.thisIndex,NumBlock2.thisRepN,NumBlock2.thisTrialN,NumBlock2.thisN,NumBlock2.thisIndex,returnPrac.thisRepN,returnPrac.thisTrialN,returnPrac.thisN,returnPrac.thisIndex,PracAff.thisRepN,PracAff.thisTrialN,PracAff.thisN,PracAff.thisIndex,AffBlocks.thisRepN,AffBlocks.thisTrialN,AffBlocks.thisN,AffBlocks.thisIndex,AffBlock1.thisRepN,AffBlock1.thisTrialN,AffBlock1.thisN,AffBlock1.thisIndex,respNum2word.keys,respNum2word.corr,respNum2word.rt,text.started,text.stopped,blank.started,blank.stopped,respFlanker.keys,respFlanker.corr,respFlanker.rt,thisWord,respAffWord.keys,respAffWord.corr,respAffWord.rt,姓名,性别,年龄（周岁）,date,expName,psychopyVersion,frameRate
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,75,,,,476.8955719,None,475.7121321,476.9121516,s,1,0.4492132,慌忙,l,1,0.5569547,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,69,,,,479.8619919,None,478.6783651,479.8786296,s,1,0.4684364,郁闷,l,1,0.5872147,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,67,,,,482.9786815,None,481.7948471,482.9954499,s,1,0.433956,心慌,l,1,0.6486296,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,62,,,,485.9289404,None,484.7455967,485.9456023,s,1,0.5171701,雄厚,k,1,0.9518517,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,58,,,,489.2619379,None,488.0790324,489.278619,a,1,0.5012432,瑰丽,k,1,0.6294632,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,38,,,,492.3287419,None,491.1456057,492.345891,s,1,0.473504,留恋,k,1,0.6816449,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,49,,,,495.4455387,None,494.2618803,495.4621719,a,1,0.5126522,懒惰,l,1,0.6616671,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,73,,,,498.561884,None,497.3787575,498.5785313,a,1,0.4539654,穷苦,l,1,0.7970031,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,21,,,,501.8285774,None,500.6456203,501.8455821,s,1,0.4490467,胡涂,l,1,0.7456803,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,32,,,,504.9621245,None,503.7786128,504.9788137,s,1,0.4331333,珍藏,k,1,0.6056549,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,37,,,,508.0622197,None,506.8787359,508.0787787,s,1,0.5761739,逃避,l,1,0.7315295,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,48,,,,511.428796,None,510.2455706,511.4454002,s,1,0.4103503,有利,k,1,0.6784832,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,71,,,,514.5784088,None,513.3955394,514.5950666,a,1,0.5190031,别扭,l,1,0.7831356,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,46,,,,517.8453895,None,516.6616864,517.8621336,s,1,0.4587746,前进,k,1,0.679669,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,2,,,,520.9289097,None,519.7453349,520.945575,a,1,0.455904,富足,k,1,0.5697638,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,10,,,,523.8788034,None,522.6952671,523.8954424,a,1,0.4535157,秀丽,k,1,0.6151014,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,72,,,,526.9455653,None,525.7621831,526.9619559,s,1,0.402657,充裕,k,1,0.561294,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,45,,,,529.7619886,None,528.5787645,529.7788343,s,1,0.4660107,轻率,l,1,0.7498136,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,27,,,,532.9454236,None,531.76192,532.9622176,s,1,0.389706,失意,l,1,0.7537846,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,11,,,,536.0454839,None,534.8621681,536.0621384,s,1,0.4126964,假冒,l,1,0.5790637,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,23,23,26,,,,539.0952588,None,537.9121746,539.1121433,a,1,0.4327534,廉洁,k,1,0.6056795,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,24,24,30,,,,541.9953754,None,540.8119616,542.0121662,s,1,0.4816027,旺盛,k,1,0.5610341,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,25,25,1,,,,545.0787753,None,543.8952745,545.0955242,a,1,0.4017007,怀疑,l,1,0.6913471,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,26,26,61,,,,548.078764,None,546.8953047,548.0953977,s,1,0.4240811,处罚,l,1,0.6947662,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,27,27,47,,,,551.2621635,None,550.0788017,551.2788283,a,1,0.6651958,禁止,l,1,0.6773852,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,28,28,19,,,,554.6121011,None,553.42878,554.6288619,s,1,0.4416817,撒谎,l,1,0.7162488,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,29,29,65,,,,557.7454986,None,556.5618954,557.7621534,a,1,0.4967277,孤单,l,1,0.6988497,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,30,30,25,,,,560.9955085,None,559.812058,561.0120544,a,1,0.5861736,损害,l,1,0.7136856,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,31,31,22,,,,564.3619676,None,563.1789904,564.3785492,s,1,0.5009756,享受,k,1,0.6081675,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,32,59,,,,567.4287418,None,566.2454549,567.4454228,s,1,0.4054197,消沉,l,1,0.594757,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,33,33,36,,,,570.4288536,None,569.2453373,570.4454539,a,1,1.0833785,优雅,k,1,0.8283368,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,34,34,78,,,,574.212197,None,573.0287433,574.2286942,s,1,0.7716623,卓越,k,1,1.2817675,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,35,35,16,,,,578.0952943,None,576.9120485,578.1121153,s,1,0.4978435,畅销,k,1,0.6450728,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,36,36,6,,,,581.2619548,None,580.0786436,581.2787648,s,1,0.5225379,精致,k,1,0.5602707,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,37,37,79,,,,584.3454108,None,583.1619768,584.3619136,a,1,0.4936021,排斥,l,1,0.6462126,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,38,38,14,,,,587.5285471,None,586.3453051,587.5453221,s,1,0.5999195,奉献,k,1,0.6523465,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,39,39,68,,,,590.8453987,None,589.6620197,590.8620632,a,1,0.5033732,豪放,k,1,0.5201318,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,40,40,31,,,,593.8119847,None,592.6285864,593.8286926,a,1,0.5230249,黑暗,l,1,0.5955388,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,41,41,4,,,,596.945459,None,595.7618252,596.9620102,a,1,0.5192499,舒畅,k,1,0.5772207,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,42,42,39,,,,599.9286937,None,598.7452787,599.9453045,a,1,0.5242838,伤心,l,1,0.622867,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,43,43,51,,,,602.9285495,None,601.7452526,602.9453238,s,1,0.6232272,堵塞,l,1,1.2707786,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,44,44,12,,,,606.7286155,None,605.5454471,606.7453519,a,1,0.5212357,富丽,k,1,0.5894727,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,45,45,70,,,,609.745437,None,608.5614724,609.7619742,s,1,0.503566,诚恳,k,1,0.5653359,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,46,46,33,,,,612.8120525,None,611.6287377,612.8286925,a,1,0.4258299,争吵,l,1,0.6127083,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,47,47,9,,,,615.6953509,None,614.5120806,615.7119944,a,1,0.4651108,缺乏,l,1,0.6119486,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,48,48,40,,,,618.628754,None,617.4456859,618.6452115,s,1,0.4019586,如愿,k,1,0.8796113,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,49,49,41,,,,621.8618826,None,620.678589,621.8784646,a,1,0.4451149,焦躁,l,1,0.7104604,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,50,50,3,,,,624.9286336,None,623.7452526,624.9453679,s,1,0.4172059,自卑,l,1,0.6493247,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,51,51,17,,,,627.9620638,None,626.7787463,627.9785866,a,1,0.4246269,丢失,l,1,0.6498126,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,52,52,15,,,,631.0613712,None,629.8786531,631.0786745,a,1,0.6046466,冷笑,l,1,0.9059352,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,53,53,20,,,,634.4280686,None,633.2453733,634.4449424,a,1,0.5692548,俊秀,k,1,0.586432,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,54,54,60,,,,637.544683,None,636.3619393,637.5613546,a,1,0.5610117,吉祥,k,1,0.6867776,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,55,55,13,,,,640.845339,None,639.6613397,640.861998,s,1,0.5004758,忧虑,l,1,0.6345628,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,56,56,0,,,,644.0613962,None,642.8786579,644.0785412,s,1,0.6020881,圣洁,k,1,0.6078568,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,57,57,63,,,,647.1953009,None,646.0119898,647.2119133,a,1,0.4755848,杂乱,l,1,0.5626995,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,58,58,76,,,,650.0786959,None,648.895248,650.0952977,a,1,0.5382711,振作,k,1,0.6131819,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,59,59,43,,,,653.0787194,None,651.8952939,653.0952743,s,1,0.4059435,鲁莽,l,1,0.6704604,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,60,60,64,,,,656.0620269,None,654.8786767,656.0786896,s,1,0.5303689,典雅,k,1,0.9229216,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,61,61,56,,,,659.5612253,None,658.3784777,659.578515,s,1,0.4592547,永恒,k,1,0.5276562,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,62,62,28,,,,662.5953273,None,661.4119116,662.6120037,a,1,0.4694097,清秀,k,1,0.4412682,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker6.png,pic/flanker2.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,63,63,57,,,,665.4119108,None,664.22855,665.4286303,a,1,0.4840604,落后,l,1,0.6887356,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,64,64,50,,,,668.6113571,None,667.4286464,668.6286218,a,1,0.4207078,公平,k,1,0.692867,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,65,65,18,,,,671.7785347,None,670.5952471,671.7952951,a,1,0.3917072,顽强,k,1,0.6183335,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,66,66,5,,,,674.8283169,None,673.6453263,674.8449467,s,1,0.4471566,罚款,l,1,0.6292255,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,67,67,24,,,,677.7446573,None,676.5611702,677.7611317,s,1,0.408196,敬佩,k,1,0.5833217,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,68,68,77,,,,680.5786101,None,679.3949966,680.5952932,s,1,0.5449412,悲观,l,1,0.766216,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,69,69,74,,,,683.862052,None,682.6786328,683.8786492,a,1,0.6249227,赞成,k,1,0.6115818,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,70,70,52,,,,687.0619508,None,685.8785672,687.0786773,a,1,0.4619267,鲜艳,k,1,0.5971963,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,71,71,54,,,,689.978465,None,688.7952536,689.9951942,s,1,0.5412323,丰满,k,1,0.7552726,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,72,72,42,,,,693.1286002,None,691.9452027,693.1453919,a,1,0.5307528,羡慕,k,1,1.136966,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,0,pic/flanker5.png,pic/flanker1.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,73,73,35,,,,696.7285774,None,695.5451541,696.7451759,s,1,0.470473,厌恶,l,1,0.6740684,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,74,74,53,,,,699.8618247,None,698.6785035,699.8785508,s,1,0.517109,沮丧,l,1,1.0491339,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,75,75,66,,,,703.2450337,None,702.0619406,703.2619528,a,1,0.4892726,生动,k,1,0.7018242,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker5.png,pic/flanker3.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,76,76,44,,,,706.2785753,None,705.0951783,706.2952188,a,1,0.515099,爽朗,k,1,0.4895014,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker5.png,pic/flanker1.png,s,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,77,77,8,,,,709.3119438,None,708.1286459,709.3285949,s,1,0.3586956,热切,k,1,1.1068392,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,0,1,pic/flanker6.png,pic/flanker2.png,a,k,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,78,78,34,,,,712.7450821,None,711.5618128,712.761799,a,1,0.4244449,正直,k,1,0.6377188,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker5.png,pic/flanker3.png,a,l,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,79,79,7,,,,715.711825,None,714.5284937,715.7285965,a,1,0.4373955,闷热,l,1,0.7458112,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,,,,,,,pic/AffRest1.png,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,1,pic/flanker6.png,pic/flanker4.png,s,k,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,0,0,78,,,,731.3785583,None,730.1897029,731.3951743,s,1,0.7093144,旺盛,k,1,1.7761128,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
,,,,,,1,0,pic/flanker6.png,pic/flanker4.png,s,l,pic/AffRest2.png,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,0,1,1,45,,,,735.7785146,None,734.5953586,735.7951342,s,1,1.0479855,轻率,l,1,0.737771,zy,m,20,2024_Apr_18_0857,mian,2021.2.3,59.86665302
